"question","question_name","dataset","question_text","variant","variant_text","weight"
36,"2sg_reflexive_pronoun","2sg_reflexive_pronoun_kde","How would you complete this sentence if speaking to one person: 'Can you see ___ in the photo?'","theesen","theesen",1
36,"2sg_reflexive_pronoun","2sg_reflexive_pronoun_kde","How would you complete this sentence if speaking to one person: 'Can you see ___ in the photo?'","thysen","thysen",1
37,"2pl_reflexive_pronoun","2pl_reflexive_pronoun_kde","How would you complete the sentence if speaking to multiple people: 'Can you see ___ in the photo?'","yoursels","yoursels",1
37,"2pl_reflexive_pronoun","2pl_reflexive_pronoun_kde","How would you complete the sentence if speaking to multiple people: 'Can you see ___ in the photo?'","deesel","deesel",1
37,"2pl_reflexive_pronoun","2pl_reflexive_pronoun_kde","How would you complete the sentence if speaking to multiple people: 'Can you see ___ in the photo?'","theesen","theesen",1
37,"2pl_reflexive_pronoun","2pl_reflexive_pronoun_kde","How would you complete the sentence if speaking to multiple people: 'Can you see ___ in the photo?'","yous","yous",1
37,"2pl_reflexive_pronoun","2pl_reflexive_pronoun_kde","How would you complete the sentence if speaking to multiple people: 'Can you see ___ in the photo?'","yoursel","yoursel",1
37,"2pl_reflexive_pronoun","2pl_reflexive_pronoun_kde","How would you complete the sentence if speaking to multiple people: 'Can you see ___ in the photo?'","yourselfs","yourselfs",1
37,"2pl_reflexive_pronoun","2pl_reflexive_pronoun_kde","How would you complete the sentence if speaking to multiple people: 'Can you see ___ in the photo?'","yoursen","yoursen",1
37,"2pl_reflexive_pronoun","2pl_reflexive_pronoun_kde","How would you complete the sentence if speaking to multiple people: 'Can you see ___ in the photo?'","yoursens","yoursens",1
37,"2pl_reflexive_pronoun","2pl_reflexive_pronoun_kde","How would you complete the sentence if speaking to multiple people: 'Can you see ___ in the photo?'","yourselves","yourselves",1
37,"2pl_reflexive_pronoun","2pl_reflexive_pronoun_kde","How would you complete the sentence if speaking to multiple people: 'Can you see ___ in the photo?'","you","you",1
37,"2pl_reflexive_pronoun","2pl_reflexive_pronoun_kde","How would you complete the sentence if speaking to multiple people: 'Can you see ___ in the photo?'","yourself","yourself",1
37,"2pl_reflexive_pronoun","2pl_reflexive_pronoun_kde","How would you complete the sentence if speaking to multiple people: 'Can you see ___ in the photo?'","'ee","'ee",1
38,"3sgf_reflexive_pronoun","3sgf_reflexive_pronoun_kde","How would you complete this sentence: 'I hope she's careful and doesn't slip and hurt ___.'","herseln","herseln",1
38,"3sgf_reflexive_pronoun","3sgf_reflexive_pronoun_kde","How would you complete this sentence: 'I hope she's careful and doesn't slip and hurt ___.'","herselve","herselve",1
38,"3sgf_reflexive_pronoun","3sgf_reflexive_pronoun_kde","How would you complete this sentence: 'I hope she's careful and doesn't slip and hurt ___.'","her","her",1
38,"3sgf_reflexive_pronoun","3sgf_reflexive_pronoun_kde","How would you complete this sentence: 'I hope she's careful and doesn't slip and hurt ___.'","hersen","hersen",1
38,"3sgf_reflexive_pronoun","3sgf_reflexive_pronoun_kde","How would you complete this sentence: 'I hope she's careful and doesn't slip and hurt ___.'","herself","herself",1
38,"3sgf_reflexive_pronoun","3sgf_reflexive_pronoun_kde","How would you complete this sentence: 'I hope she's careful and doesn't slip and hurt ___.'","hersel","hersel",1
39,"3sgna_reflexive_pronoun","3sgna_reflexive_pronoun_kde","A stranger runs into you in the street when you're looking the other direction—you don't see who it was. How would you complete the sentence? 'They'll injure ______ if they keep rushing like that!'","avoid","I would avoid using a 'they' in a context like this and would say 'he or she', or something similar",1
39,"3sgna_reflexive_pronoun","3sgna_reflexive_pronoun_kde","A stranger runs into you in the street when you're looking the other direction—you don't see who it was. How would you complete the sentence? 'They'll injure ______ if they keep rushing like that!'","themsels","themsels",1
39,"3sgna_reflexive_pronoun","3sgna_reflexive_pronoun_kde","A stranger runs into you in the street when you're looking the other direction—you don't see who it was. How would you complete the sentence? 'They'll injure ______ if they keep rushing like that!'","themselves","themselves",1
39,"3sgna_reflexive_pronoun","3sgna_reflexive_pronoun_kde","A stranger runs into you in the street when you're looking the other direction—you don't see who it was. How would you complete the sentence? 'They'll injure ______ if they keep rushing like that!'","themsen","themsen",1
39,"3sgna_reflexive_pronoun","3sgna_reflexive_pronoun_kde","A stranger runs into you in the street when you're looking the other direction—you don't see who it was. How would you complete the sentence? 'They'll injure ______ if they keep rushing like that!'","emsels","emsels",1
39,"3sgna_reflexive_pronoun","3sgna_reflexive_pronoun_kde","A stranger runs into you in the street when you're looking the other direction—you don't see who it was. How would you complete the sentence? 'They'll injure ______ if they keep rushing like that!'","themselfs","themselfs",1
39,"3sgna_reflexive_pronoun","3sgna_reflexive_pronoun_kde","A stranger runs into you in the street when you're looking the other direction—you don't see who it was. How would you complete the sentence? 'They'll injure ______ if they keep rushing like that!'","themself","themself",1
39,"3sgna_reflexive_pronoun","3sgna_reflexive_pronoun_kde","A stranger runs into you in the street when you're looking the other direction—you don't see who it was. How would you complete the sentence? 'They'll injure ______ if they keep rushing like that!'","theirsen","theirsen",1
39,"3sgna_reflexive_pronoun","3sgna_reflexive_pronoun_kde","A stranger runs into you in the street when you're looking the other direction—you don't see who it was. How would you complete the sentence? 'They'll injure ______ if they keep rushing like that!'","themsel","themsel",1
39,"3sgna_reflexive_pronoun","3sgna_reflexive_pronoun_kde","A stranger runs into you in the street when you're looking the other direction—you don't see who it was. How would you complete the sentence? 'They'll injure ______ if they keep rushing like that!'","them","them",1
39,"3sgna_reflexive_pronoun","3sgna_reflexive_pronoun_kde","A stranger runs into you in the street when you're looking the other direction—you don't see who it was. How would you complete the sentence? 'They'll injure ______ if they keep rushing like that!'","theirsens","theirsens",1
39,"3sgna_reflexive_pronoun","3sgna_reflexive_pronoun_kde","A stranger runs into you in the street when you're looking the other direction—you don't see who it was. How would you complete the sentence? 'They'll injure ______ if they keep rushing like that!'","theysen","theysen",1
39,"3sgna_reflexive_pronoun","3sgna_reflexive_pronoun_kde","A stranger runs into you in the street when you're looking the other direction—you don't see who it was. How would you complete the sentence? 'They'll injure ______ if they keep rushing like that!'","hersen","hersen",1
39,"3sgna_reflexive_pronoun","3sgna_reflexive_pronoun_kde","A stranger runs into you in the street when you're looking the other direction—you don't see who it was. How would you complete the sentence? 'They'll injure ______ if they keep rushing like that!'","themselns","themselns",1
39,"3sgna_reflexive_pronoun","3sgna_reflexive_pronoun_kde","A stranger runs into you in the street when you're looking the other direction—you don't see who it was. How would you complete the sentence? 'They'll injure ______ if they keep rushing like that!'","demsel","demsel",1
39,"3sgna_reflexive_pronoun","3sgna_reflexive_pronoun_kde","A stranger runs into you in the street when you're looking the other direction—you don't see who it was. How would you complete the sentence? 'They'll injure ______ if they keep rushing like that!'","demsels","demsels",1
39,"3sgna_reflexive_pronoun","3sgna_reflexive_pronoun_kde","A stranger runs into you in the street when you're looking the other direction—you don't see who it was. How would you complete the sentence? 'They'll injure ______ if they keep rushing like that!'","emsel","emsel",1
39,"3sgna_reflexive_pronoun","3sgna_reflexive_pronoun_kde","A stranger runs into you in the street when you're looking the other direction—you don't see who it was. How would you complete the sentence? 'They'll injure ______ if they keep rushing like that!'","emself","emself",1
39,"3sgna_reflexive_pronoun","3sgna_reflexive_pronoun_kde","A stranger runs into you in the street when you're looking the other direction—you don't see who it was. How would you complete the sentence? 'They'll injure ______ if they keep rushing like that!'","themsens","themsens",1
39,"3sgna_reflexive_pronoun","3sgna_reflexive_pronoun_kde","A stranger runs into you in the street when you're looking the other direction—you don't see who it was. How would you complete the sentence? 'They'll injure ______ if they keep rushing like that!'","emsen","emsen",1
39,"3sgna_reflexive_pronoun","3sgna_reflexive_pronoun_kde","A stranger runs into you in the street when you're looking the other direction—you don't see who it was. How would you complete the sentence? 'They'll injure ______ if they keep rushing like that!'","hersel","hersel",1
39,"3sgna_reflexive_pronoun","3sgna_reflexive_pronoun_kde","A stranger runs into you in the street when you're looking the other direction—you don't see who it was. How would you complete the sentence? 'They'll injure ______ if they keep rushing like that!'","himself","himself",1
39,"3sgna_reflexive_pronoun","3sgna_reflexive_pronoun_kde","A stranger runs into you in the street when you're looking the other direction—you don't see who it was. How would you complete the sentence? 'They'll injure ______ if they keep rushing like that!'","himsen","himsen",1
39,"3sgna_reflexive_pronoun","3sgna_reflexive_pronoun_kde","A stranger runs into you in the street when you're looking the other direction—you don't see who it was. How would you complete the sentence? 'They'll injure ______ if they keep rushing like that!'","theirsel","theirsel",1
39,"3sgna_reflexive_pronoun","3sgna_reflexive_pronoun_kde","A stranger runs into you in the street when you're looking the other direction—you don't see who it was. How would you complete the sentence? 'They'll injure ______ if they keep rushing like that!'","theirself","theirself",1
39,"3sgna_reflexive_pronoun","3sgna_reflexive_pronoun_kde","A stranger runs into you in the street when you're looking the other direction—you don't see who it was. How would you complete the sentence? 'They'll injure ______ if they keep rushing like that!'","theirselfs","theirselfs",1
39,"3sgna_reflexive_pronoun","3sgna_reflexive_pronoun_kde","A stranger runs into you in the street when you're looking the other direction—you don't see who it was. How would you complete the sentence? 'They'll injure ______ if they keep rushing like that!'","theirseln","theirseln",1
39,"3sgna_reflexive_pronoun","3sgna_reflexive_pronoun_kde","A stranger runs into you in the street when you're looking the other direction—you don't see who it was. How would you complete the sentence? 'They'll injure ______ if they keep rushing like that!'","theirsels","theirsels",1
39,"3sgna_reflexive_pronoun","3sgna_reflexive_pronoun_kde","A stranger runs into you in the street when you're looking the other direction—you don't see who it was. How would you complete the sentence? 'They'll injure ______ if they keep rushing like that!'","theirselves","theirselves",1
40,"3sgnb_reflexive_pronoun","3sgnb_reflexive_pronoun_kde","You are introduced to Charlie, who asks to be referred to with 'they'/'them' pronouns instead of 'he'/'him' or 'she'/'her'. How would you complete this sentence? 'They seem very sure of _____.'","themsels","themsels",1
40,"3sgnb_reflexive_pronoun","3sgnb_reflexive_pronoun_kde","You are introduced to Charlie, who asks to be referred to with 'they'/'them' pronouns instead of 'he'/'him' or 'she'/'her'. How would you complete this sentence? 'They seem very sure of _____.'","theirsen","theirsen",1
40,"3sgnb_reflexive_pronoun","3sgnb_reflexive_pronoun_kde","You are introduced to Charlie, who asks to be referred to with 'they'/'them' pronouns instead of 'he'/'him' or 'she'/'her'. How would you complete this sentence? 'They seem very sure of _____.'","theirsens","theirsens",1
40,"3sgnb_reflexive_pronoun","3sgnb_reflexive_pronoun_kde","You are introduced to Charlie, who asks to be referred to with 'they'/'them' pronouns instead of 'he'/'him' or 'she'/'her'. How would you complete this sentence? 'They seem very sure of _____.'","them","them",1
40,"3sgnb_reflexive_pronoun","3sgnb_reflexive_pronoun_kde","You are introduced to Charlie, who asks to be referred to with 'they'/'them' pronouns instead of 'he'/'him' or 'she'/'her'. How would you complete this sentence? 'They seem very sure of _____.'","themsel","themsel",1
40,"3sgnb_reflexive_pronoun","3sgnb_reflexive_pronoun_kde","You are introduced to Charlie, who asks to be referred to with 'they'/'them' pronouns instead of 'he'/'him' or 'she'/'her'. How would you complete this sentence? 'They seem very sure of _____.'","themself","themself",1
40,"3sgnb_reflexive_pronoun","3sgnb_reflexive_pronoun_kde","You are introduced to Charlie, who asks to be referred to with 'they'/'them' pronouns instead of 'he'/'him' or 'she'/'her'. How would you complete this sentence? 'They seem very sure of _____.'","themselfs","themselfs",1
40,"3sgnb_reflexive_pronoun","3sgnb_reflexive_pronoun_kde","You are introduced to Charlie, who asks to be referred to with 'they'/'them' pronouns instead of 'he'/'him' or 'she'/'her'. How would you complete this sentence? 'They seem very sure of _____.'","themselns","themselns",1
40,"3sgnb_reflexive_pronoun","3sgnb_reflexive_pronoun_kde","You are introduced to Charlie, who asks to be referred to with 'they'/'them' pronouns instead of 'he'/'him' or 'she'/'her'. How would you complete this sentence? 'They seem very sure of _____.'","themseln","themseln",1
40,"3sgnb_reflexive_pronoun","3sgnb_reflexive_pronoun_kde","You are introduced to Charlie, who asks to be referred to with 'they'/'them' pronouns instead of 'he'/'him' or 'she'/'her'. How would you complete this sentence? 'They seem very sure of _____.'","themsens","themsens",1
40,"3sgnb_reflexive_pronoun","3sgnb_reflexive_pronoun_kde","You are introduced to Charlie, who asks to be referred to with 'they'/'them' pronouns instead of 'he'/'him' or 'she'/'her'. How would you complete this sentence? 'They seem very sure of _____.'","themselves","themselves",1
40,"3sgnb_reflexive_pronoun","3sgnb_reflexive_pronoun_kde","You are introduced to Charlie, who asks to be referred to with 'they'/'them' pronouns instead of 'he'/'him' or 'she'/'her'. How would you complete this sentence? 'They seem very sure of _____.'","themsen","themsen",1
40,"3sgnb_reflexive_pronoun","3sgnb_reflexive_pronoun_kde","You are introduced to Charlie, who asks to be referred to with 'they'/'them' pronouns instead of 'he'/'him' or 'she'/'her'. How would you complete this sentence? 'They seem very sure of _____.'","avoid","I would avoid using 'they'/'them' pronouns in this situation",1
40,"3sgnb_reflexive_pronoun","3sgnb_reflexive_pronoun_kde","You are introduced to Charlie, who asks to be referred to with 'they'/'them' pronouns instead of 'he'/'him' or 'she'/'her'. How would you complete this sentence? 'They seem very sure of _____.'","demsel","demsel",1
40,"3sgnb_reflexive_pronoun","3sgnb_reflexive_pronoun_kde","You are introduced to Charlie, who asks to be referred to with 'they'/'them' pronouns instead of 'he'/'him' or 'she'/'her'. How would you complete this sentence? 'They seem very sure of _____.'","demsels","demsels",1
40,"3sgnb_reflexive_pronoun","3sgnb_reflexive_pronoun_kde","You are introduced to Charlie, who asks to be referred to with 'they'/'them' pronouns instead of 'he'/'him' or 'she'/'her'. How would you complete this sentence? 'They seem very sure of _____.'","emsel","emsel",1
40,"3sgnb_reflexive_pronoun","3sgnb_reflexive_pronoun_kde","You are introduced to Charlie, who asks to be referred to with 'they'/'them' pronouns instead of 'he'/'him' or 'she'/'her'. How would you complete this sentence? 'They seem very sure of _____.'","emself","emself",1
40,"3sgnb_reflexive_pronoun","3sgnb_reflexive_pronoun_kde","You are introduced to Charlie, who asks to be referred to with 'they'/'them' pronouns instead of 'he'/'him' or 'she'/'her'. How would you complete this sentence? 'They seem very sure of _____.'","emselves","emselves",1
40,"3sgnb_reflexive_pronoun","3sgnb_reflexive_pronoun_kde","You are introduced to Charlie, who asks to be referred to with 'they'/'them' pronouns instead of 'he'/'him' or 'she'/'her'. How would you complete this sentence? 'They seem very sure of _____.'","theirsel","theirsel",1
40,"3sgnb_reflexive_pronoun","3sgnb_reflexive_pronoun_kde","You are introduced to Charlie, who asks to be referred to with 'they'/'them' pronouns instead of 'he'/'him' or 'she'/'her'. How would you complete this sentence? 'They seem very sure of _____.'","theirself","theirself",1
40,"3sgnb_reflexive_pronoun","3sgnb_reflexive_pronoun_kde","You are introduced to Charlie, who asks to be referred to with 'they'/'them' pronouns instead of 'he'/'him' or 'she'/'her'. How would you complete this sentence? 'They seem very sure of _____.'","theirselfs","theirselfs",1
40,"3sgnb_reflexive_pronoun","3sgnb_reflexive_pronoun_kde","You are introduced to Charlie, who asks to be referred to with 'they'/'them' pronouns instead of 'he'/'him' or 'she'/'her'. How would you complete this sentence? 'They seem very sure of _____.'","theirseln","theirseln",1
40,"3sgnb_reflexive_pronoun","3sgnb_reflexive_pronoun_kde","You are introduced to Charlie, who asks to be referred to with 'they'/'them' pronouns instead of 'he'/'him' or 'she'/'her'. How would you complete this sentence? 'They seem very sure of _____.'","theirselns","theirselns",1
40,"3sgnb_reflexive_pronoun","3sgnb_reflexive_pronoun_kde","You are introduced to Charlie, who asks to be referred to with 'they'/'them' pronouns instead of 'he'/'him' or 'she'/'her'. How would you complete this sentence? 'They seem very sure of _____.'","theirsels","theirsels",1
40,"3sgnb_reflexive_pronoun","3sgnb_reflexive_pronoun_kde","You are introduced to Charlie, who asks to be referred to with 'they'/'them' pronouns instead of 'he'/'him' or 'she'/'her'. How would you complete this sentence? 'They seem very sure of _____.'","theirselves","theirselves",1
41,"3pl_reflexive_pronoun","3pl_reflexive_pronoun_kde","How would you complete this sentence: 'It takes them all so long to get ___ ready in the morning.'","emselves","emselves",1
41,"3pl_reflexive_pronoun","3pl_reflexive_pronoun_kde","How would you complete this sentence: 'It takes them all so long to get ___ ready in the morning.'","theirseln","theirseln",1
41,"3pl_reflexive_pronoun","3pl_reflexive_pronoun_kde","How would you complete this sentence: 'It takes them all so long to get ___ ready in the morning.'","themsens","themsens",1
41,"3pl_reflexive_pronoun","3pl_reflexive_pronoun_kde","How would you complete this sentence: 'It takes them all so long to get ___ ready in the morning.'","emselfs","emselfs",1
41,"3pl_reflexive_pronoun","3pl_reflexive_pronoun_kde","How would you complete this sentence: 'It takes them all so long to get ___ ready in the morning.'","themselfs","themselfs",1
41,"3pl_reflexive_pronoun","3pl_reflexive_pronoun_kde","How would you complete this sentence: 'It takes them all so long to get ___ ready in the morning.'","theysens","theysens",1
41,"3pl_reflexive_pronoun","3pl_reflexive_pronoun_kde","How would you complete this sentence: 'It takes them all so long to get ___ ready in the morning.'","theyselves","theyselves",1
41,"3pl_reflexive_pronoun","3pl_reflexive_pronoun_kde","How would you complete this sentence: 'It takes them all so long to get ___ ready in the morning.'","themselns","themselns",1
41,"3pl_reflexive_pronoun","3pl_reflexive_pronoun_kde","How would you complete this sentence: 'It takes them all so long to get ___ ready in the morning.'","themseln","themseln",1
41,"3pl_reflexive_pronoun","3pl_reflexive_pronoun_kde","How would you complete this sentence: 'It takes them all so long to get ___ ready in the morning.'","themsels","themsels",1
41,"3pl_reflexive_pronoun","3pl_reflexive_pronoun_kde","How would you complete this sentence: 'It takes them all so long to get ___ ready in the morning.'","themself","themself",1
41,"3pl_reflexive_pronoun","3pl_reflexive_pronoun_kde","How would you complete this sentence: 'It takes them all so long to get ___ ready in the morning.'","theirsel","theirsel",1
41,"3pl_reflexive_pronoun","3pl_reflexive_pronoun_kde","How would you complete this sentence: 'It takes them all so long to get ___ ready in the morning.'","emself","emself",1
41,"3pl_reflexive_pronoun","3pl_reflexive_pronoun_kde","How would you complete this sentence: 'It takes them all so long to get ___ ready in the morning.'","themsen","themsen",1
41,"3pl_reflexive_pronoun","3pl_reflexive_pronoun_kde","How would you complete this sentence: 'It takes them all so long to get ___ ready in the morning.'","emsels","emsels",1
41,"3pl_reflexive_pronoun","3pl_reflexive_pronoun_kde","How would you complete this sentence: 'It takes them all so long to get ___ ready in the morning.'","themsel","themsel",1
41,"3pl_reflexive_pronoun","3pl_reflexive_pronoun_kde","How would you complete this sentence: 'It takes them all so long to get ___ ready in the morning.'","emsens","emsens",1
41,"3pl_reflexive_pronoun","3pl_reflexive_pronoun_kde","How would you complete this sentence: 'It takes them all so long to get ___ ready in the morning.'","themselves","themselves",1
41,"3pl_reflexive_pronoun","3pl_reflexive_pronoun_kde","How would you complete this sentence: 'It takes them all so long to get ___ ready in the morning.'","theirself","theirself",1
41,"3pl_reflexive_pronoun","3pl_reflexive_pronoun_kde","How would you complete this sentence: 'It takes them all so long to get ___ ready in the morning.'","theirselfs","theirselfs",1
41,"3pl_reflexive_pronoun","3pl_reflexive_pronoun_kde","How would you complete this sentence: 'It takes them all so long to get ___ ready in the morning.'","them","them",1
41,"3pl_reflexive_pronoun","3pl_reflexive_pronoun_kde","How would you complete this sentence: 'It takes them all so long to get ___ ready in the morning.'","theirselns","theirselns",1
41,"3pl_reflexive_pronoun","3pl_reflexive_pronoun_kde","How would you complete this sentence: 'It takes them all so long to get ___ ready in the morning.'","theirsels","theirsels",1
41,"3pl_reflexive_pronoun","3pl_reflexive_pronoun_kde","How would you complete this sentence: 'It takes them all so long to get ___ ready in the morning.'","theirselves","theirselves",1
41,"3pl_reflexive_pronoun","3pl_reflexive_pronoun_kde","How would you complete this sentence: 'It takes them all so long to get ___ ready in the morning.'","theirsen","theirsen",1
41,"3pl_reflexive_pronoun","3pl_reflexive_pronoun_kde","How would you complete this sentence: 'It takes them all so long to get ___ ready in the morning.'","theirsens","theirsens",1
42,"2sg_subject_pronoun","2sg_subject_pronoun_kde","What word would you use in a sentence like this, if talking to one friend: '___ can't be serious!'","'ee","'ee",1
42,"2sg_subject_pronoun","2sg_subject_pronoun_kde","What word would you use in a sentence like this, if talking to one friend: '___ can't be serious!'","du","du",1
42,"2sg_subject_pronoun","2sg_subject_pronoun_kde","What word would you use in a sentence like this, if talking to one friend: '___ can't be serious!'","tha","tha, ta",1
42,"2sg_subject_pronoun","2sg_subject_pronoun_kde","What word would you use in a sentence like this, if talking to one friend: '___ can't be serious!'","thee","thee",1
42,"2sg_subject_pronoun","2sg_subject_pronoun_kde","What word would you use in a sentence like this, if talking to one friend: '___ can't be serious!'","thou","thou, thoo",1
42,"2sg_subject_pronoun","2sg_subject_pronoun_kde","What word would you use in a sentence like this, if talking to one friend: '___ can't be serious!'","ye","ye",1
42,"2sg_subject_pronoun","2sg_subject_pronoun_kde","What word would you use in a sentence like this, if talking to one friend: '___ can't be serious!'","you","you",1
43,"animate_object_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""Is that the person ____ you met?""","what","what",1
43,"animate_object_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""Is that the person ____ you met?""","that","that",1
43,"animate_object_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""Is that the person ____ you met?""","(no_word)","(no word)",1
43,"animate_object_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""Is that the person ____ you met?""","who","who",1
43,"animate_object_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""Is that the person ____ you met?""","which","which",1
43,"animate_object_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""Is that the person ____ you met?""","whom","whom",1
44,"inanimate_object_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""That car's the one ____ I want.""","(no_word)","whom",1
44,"inanimate_object_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""That car's the one ____ I want.""","(no_word)","(no word)",1
44,"inanimate_object_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""That car's the one ____ I want.""","that","that",1
44,"inanimate_object_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""That car's the one ____ I want.""","what","what",1
44,"inanimate_object_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""That car's the one ____ I want.""","which","which",1
44,"inanimate_object_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""That car's the one ____ I want.""","who","who",1
45,"animate_object_non_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""My friend—____ I met years ago—is coming over tonight.""","whom","whom",1
45,"animate_object_non_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""My friend—____ I met years ago—is coming over tonight.""","what","what",1
45,"animate_object_non_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""My friend—____ I met years ago—is coming over tonight.""","(no_word)","(no word)",1
45,"animate_object_non_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""My friend—____ I met years ago—is coming over tonight.""","which","which",1
45,"animate_object_non_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""My friend—____ I met years ago—is coming over tonight.""","that","that",1
45,"animate_object_non_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""My friend—____ I met years ago—is coming over tonight.""","who","who",1
46,"inanimate_object_non_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""My idea—____ I don't think you'll guess—is much better.""","(no_word)","(no word)",1
46,"inanimate_object_non_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""My idea—____ I don't think you'll guess—is much better.""","that","that",1
46,"inanimate_object_non_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""My idea—____ I don't think you'll guess—is much better.""","what","what",1
46,"inanimate_object_non_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""My idea—____ I don't think you'll guess—is much better.""","who","who",1
46,"inanimate_object_non_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""My idea—____ I don't think you'll guess—is much better.""","whom","whom",1
46,"inanimate_object_non_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""My idea—____ I don't think you'll guess—is much better.""","which","which",1
47,"animate_subject_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""This is the person _____ met you at the airport yesterday.""","that","that",1
47,"animate_subject_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""This is the person _____ met you at the airport yesterday.""","who","who",1
47,"animate_subject_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""This is the person _____ met you at the airport yesterday.""","what","what",1
47,"animate_subject_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""This is the person _____ met you at the airport yesterday.""","which","which",1
47,"animate_subject_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""This is the person _____ met you at the airport yesterday.""","(no_word)","(no word)",1
47,"animate_subject_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""This is the person _____ met you at the airport yesterday.""","whom","whom",1
48,"inanimate_subject_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""That car's the one ____ really caught my eye.""","what","what",1
48,"inanimate_subject_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""That car's the one ____ really caught my eye.""","whom","whom",1
48,"inanimate_subject_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""That car's the one ____ really caught my eye.""","that","that",1
48,"inanimate_subject_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""That car's the one ____ really caught my eye.""","(no_word)","(no word)",1
48,"inanimate_subject_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""That car's the one ____ really caught my eye.""","who","who",1
48,"inanimate_subject_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""That car's the one ____ really caught my eye.""","which","which",1
49,"animate_subject_non_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""My friend— ____ met you from the airport last week—is coming over tonight.""","who","who",1
49,"animate_subject_non_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""My friend— ____ met you from the airport last week—is coming over tonight.""","whom","whom",1
49,"animate_subject_non_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""My friend— ____ met you from the airport last week—is coming over tonight.""","that","that",1
49,"animate_subject_non_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""My friend— ____ met you from the airport last week—is coming over tonight.""","(no_word)","(no word)",1
49,"animate_subject_non_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""My friend— ____ met you from the airport last week—is coming over tonight.""","what","what",1
49,"animate_subject_non_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""My friend— ____ met you from the airport last week—is coming over tonight.""","which","which",1
50,"inanimate_subject_non_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""My idea—____ will blow your mind—is much better.""","who","who",1
50,"inanimate_subject_non_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""My idea—____ will blow your mind—is much better.""","whom","whom",1
50,"inanimate_subject_non_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""My idea—____ will blow your mind—is much better.""","that","that",1
50,"inanimate_subject_non_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""My idea—____ will blow your mind—is much better.""","(no_word)","(no word)",1
